TITLE,DESCRIPTION,LINK,Published Date,text,new_column,polarity,subjectivity,len,new_result
It turns out oil gets more expensive to ship when boats go boom in the Red Sea,"The oil comes out the ground, the oil gets sold, the oil gets shipped somewhere, the oil gets turned into gasoline and plastic and all the stuff we use to go about our lives. All of these steps in the process affect the price of the oil itself, and three of them get the most attention, but only one of them is getting… Read more... Read more...",https://qz.com/fighting-red-sea-oil-prices-increasing-1851192473,2024-01-24 19:31:07 ,"It turns out oil gets more expensive to ship when boats go boom in the Red Sea The oil comes out the ground, the oil gets sold, the oil gets shipped somewhere, the oil gets turned into gasoline and plastic and all the stuff we use to go about our lives. All of these steps in the process affect the price of the oil itself, and three of them get the most attention, but only one of them is getting… Read more... Read more...","It turns out oil gets more expensive to ship when boats go boom in the Red SeaThe oil comes out the ground, the oil gets sold, the oil gets shipped somewhere, the oil gets turned into gasoline and plastic and all the stuff we use to go about our lives. All of these steps in the process affect the price of the oil itself, and three of them get the most attention, but only one of them is getting… Read more... Read more...",-0.12121212121212122,0.39999999999999997,185,BUSINESS
Musicians are bargaining with Hollywood over AI,"First, it was writers and actors. Then, it was visual effects workers. Now, it’s musicians who are demanding Hollywood studios provide pay and consent for using artificial intelligence. visual effects workers Read more... Read more...",https://qz.com/afm-amptp-musicians-union-artificial-intelligence-1851192257,2024-01-24 19:31:00 ,"Musicians are bargaining with Hollywood over AI First, it was writers and actors. Then, it was visual effects workers. Now, it’s musicians who are demanding Hollywood studios provide pay and consent for using artificial intelligence. visual effects workers Read more... Read more...","Musicians are bargaining with Hollywood over AIFirst, it was writers and actors. Then, it was visual effects workers. Now, it’s musicians who are demanding Hollywood studios provide pay and consent for using artificial intelligence. visual effects workers Read more... Read more...",-0.0875,0.3333333333333333,185,QUEER VOICES
Writing your resume for a robot,"Hello, Quartz at Work readers! Read more... Read more...",https://qz.com/emails/quartz-at-work/1851192214/writing-your-resume-for-a-robot,2024-01-24 15:01:00 ,"Writing your resume for a robot Hello, Quartz at Work readers! Read more... Read more...","Writing your resume for a robotHello, Quartz at Work readers! Read more... Read more...",0.0,0.0,54,PARENTING
"The best jobs of 2024, according to Indeed","The top jobs in the US in 2024 are in mental healthcare, according to Indeed — and mental health technicians, mental health therapists, and psychiatrists are the best ones to apply for this year. Read more... Read more...",https://qz.com/best-jobs-2024-indeed-mental-healthcare-1851190781,2024-01-24 15:00:00 ,"The best jobs of 2024, according to Indeed The top jobs in the US in 2024 are in mental healthcare, according to Indeed — and mental health technicians, mental health therapists, and psychiatrists are the best ones to apply for this year. Read more... Read more...","The best jobs of 2024, according to IndeedThe top jobs in the US in 2024 are in mental healthcare, according to Indeed — and mental health technicians, mental health therapists, and psychiatrists are the best ones to apply for this year. Read more... Read more...",0.36666666666666664,0.2833333333333333,158,HEALTHY LIVING
"Some on-air claims about Dominion Voting Systems were false, Fox News acknowledges in statement after deal is announced",,https://www.cnn.com/business/live-news/fox-news-dominion-trial-04-18-23/index.html,2023-04-19 12:44:51 ,"Some on-air claims about Dominion Voting Systems were false, Fox News acknowledges in statement after deal is announced ","Some on-air claims about Dominion Voting Systems were false, Fox News acknowledges in statement after deal is announced",-0.4000000000000001,0.6,77,POLITICS
Dominion still has pending lawsuits against election deniers such as Rudy Giuliani and Sidney Powell,,https://www.cnn.com/business/live-news/fox-news-dominion-trial-04-18-23/h_8d51e3ae2714edaa0dace837305d03b8,nan,Dominion still has pending lawsuits against election deniers such as Rudy Giuliani and Sidney Powell ,Dominion still has pending lawsuits against election deniers such as Rudy Giuliani and Sidney Powell,0.0,0.0,76,POLITICS
Here are the 20 specific Fox broadcasts and tweets Dominion says were defamatory,,https://www.cnn.com/2023/04/17/media/dominion-fox-news-allegations/index.html,2023-04-17 16:01:11 ,Here are the 20 specific Fox broadcasts and tweets Dominion says were defamatory ,Here are the 20 specific Fox broadcasts and tweets Dominion says were defamatory,0.0,0.125,48,POLITICS
Judge in Fox News-Dominion defamation trial: 'The parties have resolved their case',,https://www.cnn.com/2023/04/18/media/fox-dominion-settlement/index.html,2023-04-19 08:28:17 ,Judge in Fox News-Dominion defamation trial: 'The parties have resolved their case' ,Judge in Fox News-Dominion defamation trial: 'The parties have resolved their case',0.0,0.0,54,POLITICS
'Difficult to say with a straight face': Tapper reacts to Fox News' statement on settlement,,https://www.cnn.com/videos/politics/2023/04/18/jake-tapper-dominion-lawsuit-settlement-fox-news-statement-lead-vpx.cnn,2023-04-18 21:17:44 ,'Difficult to say with a straight face': Tapper reacts to Fox News' statement on settlement ,'Difficult to say with a straight face': Tapper reacts to Fox News' statement on settlement,-0.15,0.7,61,MEDIA
Millions in the US could face massive consequences unless McCarthy can navigate out of a debt trap he set for Biden,,https://www.cnn.com/2023/04/18/politics/mccarthy-biden-debt-ceiling/index.html,2023-04-18 20:34:45 ,Millions in the US could face massive consequences unless McCarthy can navigate out of a debt trap he set for Biden ,Millions in the US could face massive consequences unless McCarthy can navigate out of a debt trap he set for Biden,0.0,1.0,85,POLITICS
White homeowner accused of shooting a Black teen who rang his doorbell turns himself in to face criminal charges,,https://www.cnn.com/2023/04/18/us/kansas-city-ralph-yarl-shooting-tuesday/index.html,2023-04-19 04:29:05 ,White homeowner accused of shooting a Black teen who rang his doorbell turns himself in to face criminal charges ,White homeowner accused of shooting a Black teen who rang his doorbell turns himself in to face criminal charges,-0.14166666666666666,0.24583333333333335,79,CRIME
Newly released video shows scene of Jeremy Renner's snowplow accident,,https://www.cnn.com/videos/us/2023/04/18/jeremy-renner-snowplow-accident-bodycam-nc-melas-contd-vpx.cnn,2023-04-18 14:09:43 ,Newly released video shows scene of Jeremy Renner's snowplow accident ,Newly released video shows scene of Jeremy Renner's snowplow accident,0.13636363636363635,0.45454545454545453,63,COMEDY
Jake Gyllenhaal and Jamie Lee Curtis spent the Covid-19 lockdown together,,https://www.cnn.com/2023/04/18/entertainment/jake-gyllenhaal-jamie-lee-curtis-pandemic-living/index.html,2023-04-18 14:40:32 ,Jake Gyllenhaal and Jamie Lee Curtis spent the Covid-19 lockdown together ,Jake Gyllenhaal and Jamie Lee Curtis spent the Covid-19 lockdown together,0.0,0.0,62,ENTERTAINMENT
"Toddler crawls through White House fence, prompts Secret Service response",,https://www.cnn.com/2023/04/18/politics/white-house-toddler/index.html,2023-04-18 17:38:16 ,"Toddler crawls through White House fence, prompts Secret Service response ","Toddler crawls through White House fence, prompts Secret Service response",-0.2,0.35,62,POLITICS
Jamie Foxx remains hospitalized nearly a week after 'medical complication',,https://www.cnn.com/2023/04/17/entertainment/jamie-foxx-remains-hospitalized/index.html,2023-04-18 00:27:07 ,Jamie Foxx remains hospitalized nearly a week after 'medical complication' ,Jamie Foxx remains hospitalized nearly a week after 'medical complication',0.05,0.2,62,BLACK VOICES
A 13-year-old dies after participating in a Benadryl TikTok 'challenge',,https://www.cnn.com/2023/04/18/us/benadryl-tiktok-challenge-teen-death-wellness/index.html,2023-04-19 15:01:06 ,A 13-year-old dies after participating in a Benadryl TikTok 'challenge' ,A 13-year-old dies after participating in a Benadryl TikTok 'challenge',0.1,0.2,50,ENTERTAINMENT
See pizza delivery guy take out suspect fleeing police,,https://www.cnn.com/videos/us/2023/04/18/pizza-guy-trips-perp-moos-cprog-orig-bdk.cnn,2023-04-18 16:40:22 ,See pizza delivery guy take out suspect fleeing police ,See pizza delivery guy take out suspect fleeing police,0.0,0.0,47,WEIRD NEWS
Netflix is winding down its DVD business after 25 years,,https://www.cnn.com/2023/04/18/media/netflix-dvd-red-envelopes/index.html,2023-04-18 20:10:51 ,Netflix is winding down its DVD business after 25 years ,Netflix is winding down its DVD business after 25 years,0.0,0.0,31,BUSINESS
FTC chair Lina Khan warns AI could 'turbocharge' fraud and scams,,https://www.cnn.com/2023/04/18/tech/lina-khan-ai-warning/index.html,2023-04-18 17:59:38 ,FTC chair Lina Khan warns AI could 'turbocharge' fraud and scams ,FTC chair Lina Khan warns AI could 'turbocharge' fraud and scams,0.0,0.0,53,POLITICS
"Eating too much of these foods is driving the rise in type 2 diabetes, study says",,https://www.cnn.com/2023/04/17/health/rise-type-2-diabetes-global-wellness/index.html,2023-04-17 16:02:46 ,"Eating too much of these foods is driving the rise in type 2 diabetes, study says ","Eating too much of these foods is driving the rise in type 2 diabetes, study says",0.2,0.2,45,WELLNESS
ADHD medication abuse in schools is a 'wake-up call',,https://www.cnn.com/2023/04/18/health/teen-misuse-adhd-meds-wellness/index.html,2023-04-25 17:44:36 ,ADHD medication abuse in schools is a 'wake-up call' ,ADHD medication abuse in schools is a 'wake-up call',0.0,0.0,38,WELLNESS
Apple CEO was presented with an original Macintosh. See his reaction,,https://www.cnn.com/videos/tech/2023/04/18/apple-store-mumbai-india-ceo-tim-cook-vedika-sud-ovn-biz-ldn-vpx.cnn,2023-04-18 09:17:25 ,Apple CEO was presented with an original Macintosh. See his reaction ,Apple CEO was presented with an original Macintosh. See his reaction,0.1875,0.375,49,TECH
Democrats bash Justice Clarence Thomas but their plan to investigate ethics allegations is unclear,,https://www.cnn.com/2023/04/18/politics/clarence-thomas-ethics-democrats/index.html,2023-04-18 20:29:46 ,Democrats bash Justice Clarence Thomas but their plan to investigate ethics allegations is unclear ,Democrats bash Justice Clarence Thomas but their plan to investigate ethics allegations is unclear,0.0,0.0,82,POLITICS
"Russia is 'going backwards' in equipment and deploying post WWII-era tanks, according to Western officials",,https://www.cnn.com/europe/live-news/russia-ukraine-war-news-04-18-23/index.html,nan,"Russia is 'going backwards' in equipment and deploying post WWII-era tanks, according to Western officials ","Russia is 'going backwards' in equipment and deploying post WWII-era tanks, according to Western officials",0.0,0.0,77,POLITICS
Two Russians claiming to be former Wagner commanders admit killing children and civilians in Ukraine,,https://www.cnn.com/2023/04/17/europe/wagner-commanders-russia-kill-children-intl-hnk/index.html,2023-04-18 19:07:52 ,Two Russians claiming to be former Wagner commanders admit killing children and civilians in Ukraine ,Two Russians claiming to be former Wagner commanders admit killing children and civilians in Ukraine,0.0,0.0,81,WORLDPOST
'My stomach is hurting from laughing': Hear panelist's reaction to DeSantis' threat to Disney,,https://www.cnn.com/videos/business/2023/04/18/desantis-disney-competition-panel-reax-pt-vpx.cnn,2023-04-18 03:24:56 ,'My stomach is hurting from laughing': Hear panelist's reaction to DeSantis' threat to Disney ,'My stomach is hurting from laughing': Hear panelist's reaction to DeSantis' threat to Disney,0.3,0.1,65,POLITICS
GOP prepared to block vote to replace Feinstein on Senate Judiciary,,https://www.cnn.com/2023/04/18/politics/schumer-senate-feinstein-vote-cardin/index.html,2023-04-18 22:03:13 ,GOP prepared to block vote to replace Feinstein on Senate Judiciary ,GOP prepared to block vote to replace Feinstein on Senate Judiciary,0.0,0.0,57,POLITICS
Oklahoma governor calls on officials to resign over recording of racist and threatening remarks,,https://www.cnn.com/2023/04/18/us/mccurtain-county-oklahoma-officials-recording/index.html,2023-04-18 17:33:17 ,Oklahoma governor calls on officials to resign over recording of racist and threatening remarks ,Oklahoma governor calls on officials to resign over recording of racist and threatening remarks,0.0,0.0,69,POLITICS
McCarthy slams Biden in handling of US debt,,https://www.cnn.com/videos/politics/2023/04/18/kevin-mccarthy-wall-street-speech-debt-ceiling-biden-economy-vpx.cnn,2023-04-18 22:03:01 ,McCarthy slams Biden in handling of US debt ,McCarthy slams Biden in handling of US debt,0.0,0.0,31,POLITICS
US warns Russia not to touch American nuclear technology at Ukrainian nuclear plant,,https://www.cnn.com/2023/04/18/politics/us-warns-russia-zaporizhzhia-nuclear-plant/index.html,2023-04-19 08:35:33 ,US warns Russia not to touch American nuclear technology at Ukrainian nuclear plant ,US warns Russia not to touch American nuclear technology at Ukrainian nuclear plant,0.0,0.0,69,WORLD NEWS
Repeated gunshots fired on live TV as ex-lawmaker shot by assassins,,https://www.cnn.com/videos/world/2023/04/18/india-ex-lawmaker-atiq-ahmed-assassination-sud-pkg-contd-ovn-intl-hnk-vpx.cnn,2023-04-18 09:41:42 ,Repeated gunshots fired on live TV as ex-lawmaker shot by assassins ,Repeated gunshots fired on live TV as ex-lawmaker shot by assassins,0.13636363636363635,0.5,50,THE WORLDPOST
FDA clears the way for additional bivalent boosters for certain vulnerable individuals,,https://www.cnn.com/2023/04/18/health/fda-bivalent-booster-additional-doses/index.html,2023-04-18 15:09:15 ,FDA clears the way for additional bivalent boosters for certain vulnerable individuals ,FDA clears the way for additional bivalent boosters for certain vulnerable individuals,-0.06190476190476191,0.4849206349206349,73,HEALTHY LIVING
Maine authorities detained a person of interest after 4 people were found dead in a home and 3 others shot while driving,,https://www.cnn.com/2023/04/18/us/maine-shooting-bowdoin-yarmouth/index.html,2023-04-19 01:49:51 ,Maine authorities detained a person of interest after 4 people were found dead in a home and 3 others shot while driving ,Maine authorities detained a person of interest after 4 people were found dead in a home and 3 others shot while driving,-0.2,0.4,81,CRIME
Southwest says flights resumed after delays caused by 'tech issues',,https://www.cnn.com/travel/article/southwest-airlines-flight-delays/index.html,2023-04-18 17:15:29 ,Southwest says flights resumed after delays caused by 'tech issues' ,Southwest says flights resumed after delays caused by 'tech issues',0.0,0.0,46,BUSINESS
Damar Hamlin cleared to resume football activities after January cardiac arrest,,https://www.cnn.com/2023/04/18/sport/damar-hamlin-cleared-to-train-nfl-spt-intl/index.html,2023-04-18 22:11:37 ,Damar Hamlin cleared to resume football activities after January cardiac arrest ,Damar Hamlin cleared to resume football activities after January cardiac arrest,4.625929269271485e-18,0.12777777777777777,68,SPORTS
Pilot makes history after landing on top of a 56-story hotel,,https://www.cnn.com/videos/travel/2023/03/17/pilot-lands-on-dubai-helipad-cprog-orig-aw-ao.cnn,2023-03-19 11:22:30 ,Pilot makes history after landing on top of a 56-story hotel ,Pilot makes history after landing on top of a 56-story hotel,0.5,0.5,34,TRAVEL
Top US Navy admiral defends non-binary sailor amid some Republican criticism,,https://www.cnn.com/2023/04/18/politics/gilday-defends-non-binary-sailor/index.html,2023-04-18 19:56:40 ,Top US Navy admiral defends non-binary sailor amid some Republican criticism ,Top US Navy admiral defends non-binary sailor amid some Republican criticism,0.5,0.5,67,QUEER VOICES
Fulton County DA says fake Trump electors are incriminating one another and wants lawyer disqualified,,https://www.cnn.com/2023/04/18/politics/fulton-county-trump-fake-electors/index.html,2023-04-19 15:31:24 ,Fulton County DA says fake Trump electors are incriminating one another and wants lawyer disqualified ,Fulton County DA says fake Trump electors are incriminating one another and wants lawyer disqualified,-0.5,1.0,80,POLITICS
High speed trains are racing across the world. But not in America,,https://www.cnn.com/travel/article/high-speed-rail-us/index.html,2023-04-19 02:39:40 ,High speed trains are racing across the world. But not in America ,High speed trains are racing across the world. But not in America,0.16,0.5399999999999999,42,BUSINESS
Podcast: One country musician is calling for other artists to oppose assault rifles,,https://www.cnn.com/audio/podcasts/the-assignment/episodes/42a2f0e2-066a-4675-82ff-afe2016a0bb5,nan,Podcast: One country musician is calling for other artists to oppose assault rifles ,Podcast: One country musician is calling for other artists to oppose assault rifles,0.0,0.0,62,ARTS & CULTURE
Here's what you need to know if you haven't filed your return yet — and even if you have,,https://www.cnn.com/2023/04/18/success/tax-day-2023-file-irs/index.html,2023-04-18 14:15:43 ,Here's what you need to know if you haven't filed your return yet — and even if you have ,Here's what you need to know if you haven't filed your return yet — and even if you have,0.0,0.0,43,PARENTING
"Undocumented immigrants are paying their taxes today, too",,https://www.cnn.com/2023/04/18/us/undocumented-immigrants-taxes-cec/index.html,2023-04-18 18:29:24 ,"Undocumented immigrants are paying their taxes today, too ","Undocumented immigrants are paying their taxes today, too",0.0,0.0,37,POLITICS
Opinion: Why millionaires like us want to pay more in taxes,,https://www.cnn.com/2023/04/17/opinions/us-tax-system-wealthy-disney-pearl/index.html,2023-04-17 19:32:49 ,Opinion: Why millionaires like us want to pay more in taxes ,Opinion: Why millionaires like us want to pay more in taxes,0.0,0.0,38,BUSINESS
'World's longest' purpose-built cycling tunnel opens in Norway,,https://www.cnn.com/travel/article/worlds-longest-cycling-tunnel/index.html,2023-04-18 10:44:27 ,'World's longest' purpose-built cycling tunnel opens in Norway ,'World's longest' purpose-built cycling tunnel opens in Norway,0.0,0.5,53,TRAVEL
Artist rejects photo prize after AI-generated image wins award,,https://www.cnn.com/style/article/ai-photo-win-sony-scli-intl/index.html,2023-04-18 15:27:54 ,Artist rejects photo prize after AI-generated image wins award ,Artist rejects photo prize after AI-generated image wins award,0.8,0.4,50,ARTS & CULTURE
These ships disappeared in Lake Superior a century ago. Watch as they're found again,,https://www.cnn.com/videos/travel/2023/04/18/century-old-shipwrecks-lake-superior-discovery-contd-orig-zt.cnn,2023-04-18 19:29:01 ,These ships disappeared in Lake Superior a century ago. Watch as they're found again ,These ships disappeared in Lake Superior a century ago. Watch as they're found again,0.7,0.9,58,TRAVEL
Erotic images of seniors show sex and intimacy in new light,,https://www.cnn.com/style/article/marilyn-minter-artist-elder-sex/index.html,2023-04-18 03:24:57 ,Erotic images of seniors show sex and intimacy in new light ,Erotic images of seniors show sex and intimacy in new light,0.55,0.8,44,WOMEN
"China's economy is off to a solid start, rising 4.5% in Q1 2023",,https://www.cnn.com/2023/04/17/economy/china-gdp-q1-2023-intl-hnk/index.html,2023-04-18 07:01:12 ,"China's economy is off to a solid start, rising 4.5% in Q1 2023 ","China's economy is off to a solid start, rising 4.5% in Q1 2023",0.0,0.1,31,BUSINESS
"Even when wives make as much as husbands, they still do more at home",,https://www.cnn.com/2023/04/16/success/husbands-wives-earning-division-of-labor-pew-survey/index.html,2023-04-16 17:29:49 ,"Even when wives make as much as husbands, they still do more at home ","Even when wives make as much as husbands, they still do more at home",0.2,0.2,33,HOME & LIVING
McDonald's is upgrading its burgers,,https://www.cnn.com/2023/04/17/business/mcdonalds-burgers/index.html,2023-04-17 16:31:30 ,McDonald's is upgrading its burgers ,McDonald's is upgrading its burgers,0.0,0.0,25,TASTE
Google-parent stock drops on fears it could lose search market share to AI-powered rivals,,https://www.cnn.com/2023/04/17/tech/google-ai-search-engine-stock-drop/index.html,2023-04-17 15:52:19 ,Google-parent stock drops on fears it could lose search market share to AI-powered rivals ,Google-parent stock drops on fears it could lose search market share to AI-powered rivals,0.0,0.0,72,TECH
Bidets save you money and reduce waste — we tested the best options out there,,https://www.cnn.com/cnn-underscored/reviews/best-bidets?iid=CNNUnderscoredHPcontainer,nan,Bidets save you money and reduce waste — we tested the best options out there ,Bidets save you money and reduce waste — we tested the best options out there,0.4,0.15,48,MONEY
50+ products to make your life easier and our planet cleaner,,https://www.cnn.com/cnn-underscored/home/editors-favorite-sustainable-products?iid=CNNUnderscoredHPcontainer,nan,50+ products to make your life easier and our planet cleaner ,50+ products to make your life easier and our planet cleaner,0.0,0.0,35,HOME & LIVING
Mother's Day is around the corner. Here are 50+ thoughtful gifts she'll love,,https://www.cnn.com/cnn-underscored/gifts/best-mothers-day-gifts-2023?iid=CNNUnderscoredHPcontainer,nan,Mother's Day is around the corner. Here are 50+ thoughtful gifts she'll love ,Mother's Day is around the corner. Here are 50+ thoughtful gifts she'll love,0.45,0.55,51,PARENTING
"A head-to-toe guide of how men should dress this spring, and where they should shop",,https://www.cnn.com/cnn-underscored/fashion/mens-spring-fashion-style-guide?iid=CNNUnderscoredHPcontainer,nan,"A head-to-toe guide of how men should dress this spring, and where they should shop ","A head-to-toe guide of how men should dress this spring, and where they should shop",0.0,0.0,36,STYLE & BEAUTY
42 of the most useful travel products you can buy on Amazon,,https://www.cnn.com/cnn-underscored/travel/amazon-travel-products?iid=CNNUnderscoredHPcontainer,nan,42 of the most useful travel products you can buy on Amazon ,42 of the most useful travel products you can buy on Amazon,0.3,0.0,33,BUSINESS
The 7 best high-yield savings accounts of April 2023,,https://www.cnn.com/cnn-underscored/money/high-yield-savings-accounts?iid=CNNUnderscoredHPcontainer,nan,The 7 best high-yield savings accounts of April 2023 ,The 7 best high-yield savings accounts of April 2023,0.58,0.41999999999999993,34,BUSINESS
Taxes are due tomorrow. Here's how to file for an extension,,https://www.cnn.com/cnn-underscored/money/how-to-file-taxes?iid=CNNUnderscoredHPcontainer,nan,Taxes are due tomorrow. Here's how to file for an extension ,Taxes are due tomorrow. Here's how to file for an extension,-0.125,0.375,37,MONEY
Composting is an easy way to reduce food waste. Here's how to do it,,https://www.cnn.com/cnn-underscored/home/how-to-compost-at-home?iid=CNNUnderscoredHPcontainer,nan,Composting is an easy way to reduce food waste. Here's how to do it ,Composting is an easy way to reduce food waste. Here's how to do it,0.11666666666666667,0.4166666666666667,40,WELLNESS
We stopped using aluminum foil for cooking and you should too. Here's what to use instead,,https://www.cnn.com/cnn-underscored/reviews/mmmat-silicone-mats?iid=CNNUnderscoredHPcontainer,nan,We stopped using aluminum foil for cooking and you should too. Here's what to use instead ,We stopped using aluminum foil for cooking and you should too. Here's what to use instead,0.0,0.0,45,HOME & LIVING
The beloved Dyson Supersonic hair dryer is at its lowest price ever,,https://www.cnn.com/cnn-underscored/deals/dyson-supersonic-sale-2023-04-17?iid=CNNUnderscoredHPcontainer?iid=CNNUnderscoredHPcontainer,nan,The beloved Dyson Supersonic hair dryer is at its lowest price ever ,The beloved Dyson Supersonic hair dryer is at its lowest price ever,0.7,1.0,53,HOME & LIVING
"Everything you need to know about Way Day 2023, Wayfair's biggest sale of the year",,https://www.cnn.com/cnn-underscored/deals/wayfair-way-day-2023-04-17?iid=CNNUnderscoredHPcontainer,nan,"Everything you need to know about Way Day 2023, Wayfair's biggest sale of the year ","Everything you need to know about Way Day 2023, Wayfair's biggest sale of the year",0.0,0.0,55,HOME & LIVING
The 10 best Amazon deals to shop this week,,https://www.cnn.com/cnn-underscored/deals/best-amazon-deals-2023-04-12?iid=CNNUnderscoredHPcontainer,nan,The 10 best Amazon deals to shop this week ,The 10 best Amazon deals to shop this week,1.0,0.3,26,STYLE & BEAUTY
Mifepristone saved my life,,https://www.cnn.com/2023/04/18/opinions/medication-abortion-mifepristone-miscarriage-jones-ctpr/index.html,2023-04-18 11:30:00 ,Mifepristone saved my life ,Mifepristone saved my life,0.0,0.0,22,WELLNESS
The 2024 presidential alternative many voters will want,,https://www.cnn.com/2023/04/18/opinions/2024-presidential-election-alternative-voters-lieberman,nan,The 2024 presidential alternative many voters will want ,The 2024 presidential alternative many voters will want,0.5,0.5,41,POLITICS
Why isn't the House Judiciary Committee looking into Thomas?,,https://www.cnn.com/2023/04/17/opinions/jim-jordan-clarence-thomas-judiciary-committee-obeidallah/index.html,2023-04-17 11:37:37 ,Why isn't the House Judiciary Committee looking into Thomas? ,Why isn't the House Judiciary Committee looking into Thomas?,0.0,0.0,42,POLITICS
Top secrets come spilling out,,https://www.cnn.com/2023/04/16/opinions/top-secrets-come-spilling-out-opinion-column-galant/index.html,2023-04-16 11:22:36 ,Top secrets come spilling out ,Top secrets come spilling out,0.5,0.5,22,WELLNESS
How did Sudan go from casting off despotic rule to this?,,https://www.cnn.com/2023/04/17/opinions/sudan-revolution-to-civil-war-lynch/index.html,2023-04-17 22:45:23 ,How did Sudan go from casting off despotic rule to this? ,How did Sudan go from casting off despotic rule to this?,0.0,0.0,24,THE WORLDPOST
Michelle Yeoh set to return in new 'Star Trek' movie,,https://www.cnn.com/2023/04/18/entertainment/michelle-yeoh-star-trek-section-31/index.html,2023-04-18 19:11:23 ,Michelle Yeoh set to return in new 'Star Trek' movie ,Michelle Yeoh set to return in new 'Star Trek' movie,0.0,0.0,40,ENTERTAINMENT
Recap: 'Succession' finds dark humor in the aftershocks,,https://www.cnn.com/2023/04/16/entertainment/succession-season-4-episode-4-recap/index.html,2023-04-17 02:28:12 ,Recap: 'Succession' finds dark humor in the aftershocks ,Recap: 'Succession' finds dark humor in the aftershocks,-0.15,0.4,44,ENTERTAINMENT
"'Yellowjackets' leans hard into '90s music nostalgia, and we're here for it",,https://www.cnn.com/2023/04/14/entertainment/yellowjackets-90s-music/index.html,2023-05-01 23:02:04 ,"'Yellowjackets' leans hard into '90s music nostalgia, and we're here for it ","'Yellowjackets' leans hard into '90s music nostalgia, and we're here for it",-0.2916666666666667,0.5416666666666666,39,WELLNESS
Jeremy Renner revisits 'the amazing group of people' who helped him recover from his accident,,https://www.cnn.com/2023/04/16/entertainment/jeremy-renner-update/index.html,2023-04-16 19:04:10 ,Jeremy Renner revisits 'the amazing group of people' who helped him recover from his accident ,Jeremy Renner revisits 'the amazing group of people' who helped him recover from his accident,0.0,0.0,62,WORLD NEWS
Review: 'Barry' takes a whack at its farewell season,,https://www.cnn.com/2023/04/14/entertainment/barry-season-4-review/index.html,2023-04-14 12:33:08 ,Review: 'Barry' takes a whack at its farewell season ,Review: 'Barry' takes a whack at its farewell season,0.0,0.0,39,MEDIA
Imran Khan: Pakistan former PM jailed in state secrets case as election looms,,https://www.bbc.co.uk/news/world-asia-68138591?at_medium=RSS&at_campaign=KARANGA,nan,Imran Khan: Pakistan former PM jailed in state secrets case as election looms ,Imran Khan: Pakistan former PM jailed in state secrets case as election looms,-0.05,0.0,64,WORLD NEWS
Police arrest five men over bodies found in remote Californian desert,,https://www.bbc.co.uk/news/world-us-canada-68137002?at_medium=RSS&at_campaign=KARANGA,nan,Police arrest five men over bodies found in remote Californian desert ,Police arrest five men over bodies found in remote Californian desert,-0.07500000000000001,0.1,58,CRIME
Cher's temporary conservatorship request for son Elijah Blue Allman denied,,https://www.bbc.co.uk/news/entertainment-arts-68138790?at_medium=RSS&at_campaign=KARANGA,nan,Cher's temporary conservatorship request for son Elijah Blue Allman denied ,Cher's temporary conservatorship request for son Elijah Blue Allman denied,0.0,0.1,67,ENTERTAINMENT
Georgie Purcell: Nine News Melbourne's doctored MP image causes sexism fury,,https://www.bbc.co.uk/news/world-australia-68137013?at_medium=RSS&at_campaign=KARANGA,nan,Georgie Purcell: Nine News Melbourne's doctored MP image causes sexism fury ,Georgie Purcell: Nine News Melbourne's doctored MP image causes sexism fury,0.0,0.0,62,QUEER VOICES
UK demands clarity as British-Russian activist vanishes from Siberian prison,,https://www.bbc.co.uk/news/world-europe-68137044?at_medium=RSS&at_campaign=KARANGA,nan,UK demands clarity as British-Russian activist vanishes from Siberian prison ,UK demands clarity as British-Russian activist vanishes from Siberian prison,0.0,0.0,62,WORLD NEWS
Sydney Harbour shark attack leaves woman severely injured,,https://www.bbc.co.uk/news/world-australia-68137012?at_medium=RSS&at_campaign=KARANGA,nan,Sydney Harbour shark attack leaves woman severely injured ,Sydney Harbour shark attack leaves woman severely injured,0.0,0.0,55,WORLD NEWS
Woman clings to speeding car with stolen dog inside,,https://www.bbc.co.uk/news/world-us-canada-68137078?at_medium=RSS&at_campaign=KARANGA,nan,Woman clings to speeding car with stolen dog inside ,Woman clings to speeding car with stolen dog inside,0.0,0.0,38,WEIRD NEWS
UNRWA: Gaza aid agency says it is 'extremely desperate' after funding halted,,https://www.bbc.co.uk/news/world-middle-east-68127544?at_medium=RSS&at_campaign=KARANGA,nan,UNRWA: Gaza aid agency says it is 'extremely desperate' after funding halted ,UNRWA: Gaza aid agency says it is 'extremely desperate' after funding halted,-0.6,1.0,51,THE WORLDPOST
Elon Musk says Neuralink implanted wireless brain chip,,https://www.bbc.co.uk/news/technology-68137046?at_medium=RSS&at_campaign=KARANGA,nan,Elon Musk says Neuralink implanted wireless brain chip ,Elon Musk says Neuralink implanted wireless brain chip,0.0,0.0,47,TECH
India navy rescues Pakistani sailors from pirates,,https://www.bbc.co.uk/news/world-asia-india-68091830?at_medium=RSS&at_campaign=KARANGA,nan,India navy rescues Pakistani sailors from pirates ,India navy rescues Pakistani sailors from pirates,0.0,0.0,42,THE WORLDPOST
US sells $238bn of weapons abroad in record year,,https://www.bbc.co.uk/news/world-us-canada-68136840?at_medium=RSS&at_campaign=KARANGA,nan,US sells $238bn of weapons abroad in record year ,US sells $238bn of weapons abroad in record year,0.0,0.0,31,POLITICS
